date,website,provider,network,contract_length,plan_name,plan_name_group,plan_data,onetime_charge,onetime_promo,upfront_total,promo_months,promo_price,contract_price,weighted_average_monthly_price,two_year_cost,plan_minutes,plan_sms,download_speed,throttle_speed,plan_young,is_5g,url
2023-02-03,Saturn,Mobilcom Debitel,Telekom,24,Green Data M,Green Data M,5.0,39.99,120.0,-80.01,0,0.0,1499.0,1499.0,35895.99,0.0,0.0,50.0,,0,False,https://handytarife.saturn.de/tarife/telekom/green-data-m-tm
2023-02-03,Saturn,Mobilcom Debitel,Telekom,24,Green Data S,Green Data S,1.0,39.99,70.0,-30.01,0,0.0,999.0,999.0,23945.99,0.0,0.0,25.0,,0,False,https://handytarife.saturn.de/tarife/telekom/green-data-s-tm
2023-02-03,Saturn,Mobilcom Debitel,Telekom,24,Green Data XL Spezial,Green Data XL,25.0,39.99,100.0,-60.01,0,0.0,1999.0,1999.0,47915.99,0.0,0.0,300.0,,0,False,https://handytarife.saturn.de/tarife/telekom/green-data-xl-spezial-tm
2023-02-03,Saturn,Mobilcom Debitel,Telekom,24,Green LTE 10GB,Green LTE 10GB,14.0,39.99,260.0,-220.01,0,0.0,3199.0,3199.0,76555.99,999.0,0.0,50.0,,0,False,https://handytarife.saturn.de/tarife/telekom/green-lte-10gb-telekom
2023-02-03,Saturn,Mobilcom Debitel,Telekom,24,Green LTE 20GB,Green LTE 20GB,20.0,39.99,300.0,-260.01,0,0.0,3699.0,3699.0,88515.99,999.0,999.0,50.0,,0,False,https://handytarife.saturn.de/tarife/telekom/green-lte-20gb-telekom
2023-02-03,Saturn,Mobilcom Debitel,Telekom,24,Green LTE 30GB,Green LTE 30GB,38.0,39.99,350.0,-310.01,0,0.0,4199.0,4199.0,100465.99,999.0,999.0,50.0,,0,False,https://handytarife.saturn.de/tarife/telekom/green-lte-30gb-telekom
2023-02-03,Saturn,Mobilcom Debitel,Telekom,24,Green LTE 40GB,Green LTE 40GB,50.0,39.99,390.0,-350.01,0,0.0,4699.0,4699.0,112425.99,999.0,999.0,50.0,,0,False,https://handytarife.saturn.de/tarife/telekom/green-lte-40gb-telekom
2023-02-03,Saturn,Mobilcom Debitel,Telekom,24,Green LTE 6GB,Green LTE 6GB,10.0,39.99,210.0,-170.01,0,0.0,2699.0,2699.0,64605.99,999.0,0.0,50.0,,0,False,https://handytarife.saturn.de/tarife/telekom/green-lte-6gb-telekom
2023-02-03,Saturn,Mobilcom Debitel,Vodafone,24,Green 5G 40GB,Green 5G 40GB,40.0,39.99,420.0,-380.01,0,0.0,5199.0,5199.0,124395.99,999.0,999.0,150.0,,0,False,https://handytarife.saturn.de/tarife/vodafone/green-5g-40gb-vodafone
2023-02-03,Saturn,Mobilcom Debitel,Vodafone,24,Green LTE 10GB,Green LTE 10GB,10.0,39.99,210.0,-170.01,0,0.0,2699.0,2699.0,64605.99,999.0,0.0,50.0,,0,False,https://handytarife.saturn.de/tarife/vodafone/green-lte-10gb-vodafone
2023-02-03,Saturn,Mobilcom Debitel,Vodafone,24,Green LTE 15GB,Green LTE 15GB,15.0,39.99,260.0,-220.01,0,0.0,3199.0,3199.0,76555.99,999.0,0.0,50.0,,0,False,https://handytarife.saturn.de/tarife/vodafone/green-lte-15gb-vodafone
2023-02-03,Saturn,Mobilcom Debitel,Vodafone,24,Green LTE 20GB,Green LTE 20GB,20.0,39.99,300.0,-260.01,0,0.0,3699.0,3699.0,88515.99,999.0,999.0,50.0,,0,False,https://handytarife.saturn.de/tarife/vodafone/green-lte-20gb-vodafone
2023-02-03,Saturn,Mobilcom Debitel,Vodafone,24,Green LTE 30GB,Green LTE 30GB,30.0,39.99,350.0,-310.01,0,0.0,4199.0,4199.0,100465.99,999.0,999.0,50.0,,0,False,https://handytarife.saturn.de/tarife/vodafone/green-lte-30gb-vodafone
2023-02-03,Saturn,Mobilcom Debitel,Vodafone,24,Green LTE 40GB,Green LTE 40GB,40.0,39.99,390.0,-350.01,0,0.0,4699.0,4699.0,112425.99,999.0,999.0,100.0,,0,False,https://handytarife.saturn.de/tarife/vodafone/green-lte-40gb-vodafone
2023-02-03,Saturn,Mobilcom Debitel,Vodafone,24,Green LTE 5GB,Green LTE 5GB,5.0,39.99,170.0,-130.01,0,0.0,2199.0,2199.0,52645.99,999.0,0.0,21.6,,0,False,https://handytarife.saturn.de/tarife/vodafone/green-lte-5gb-vodafone
2023-02-03,Saturn,Mobilcom Debitel,Vodafone,24,Internet Flat 12.000 Spezial,Internet Flat 12.000,12.0,39.99,100.0,-60.01,0,0.0,1999.0,1999.0,47915.99,0.0,0.0,500.0,,0,False,https://handytarife.saturn.de/tarife/vodafone/internet-flat-12000-spezial-vodafone
2023-02-03,Saturn,Mobilcom Debitel,Vodafone,24,Internet Flat 20.000,Internet Flat 20.000,20.0,39.99,330.0,-290.01,0,0.0,3999.0,3999.0,95685.99,0.0,0.0,500.0,,0,False,https://handytarife.saturn.de/tarife/vodafone/internet-flat-20000-vodafone
2023-02-03,Saturn,Mobilcom Debitel,Vodafone,24,Internet Flat 3.000,Internet Flat 3.000,3.0,39.99,120.0,-80.01,0,0.0,1499.0,1499.0,35895.99,0.0,0.0,21.6,,0,False,https://handytarife.saturn.de/tarife/vodafone/internet-flat-3000-vodafone
2023-02-03,Saturn,Mobilcom Debitel,Vodafone,24,Internet Flat 8.000,Internet Flat 8.000,8.0,39.99,150.0,-110.01,0,0.0,1999.0,1999.0,47865.99,0.0,0.0,21.6,,0,False,https://handytarife.saturn.de/tarife/vodafone/internet-flat-8000-vodafone
2023-02-03,Saturn,o2,o2,24,Blue All-In L,Blue All In L,18.0,39.99,400.0,-360.01,0,0.0,2499.0,2499.0,59615.99,999.0,999.0,21.6,,0,False,https://handytarife.saturn.de/tarife/o2/blue-all-in-l
2023-02-03,Saturn,o2,o2,24,Blue All-In M,Blue All In M,12.0,39.99,350.0,-310.01,0,0.0,1999.0,1999.0,47665.99,999.0,999.0,21.6,,0,False,https://handytarife.saturn.de/tarife/o2/blue-all-in-m
2023-02-03,Saturn,o2,o2,24,Blue All-In S,Blue All-In-S,6.0,39.99,250.0,-210.01,0,0.0,1499.0,1499.0,35765.99,999.0,999.0,21.6,,0,False,https://handytarife.saturn.de/tarife/o2/blue-all-in-s
2023-02-03,Saturn,o2,o2,24,Free L Boost Promo,Free L Boost,120.0,39.99,600.0,-560.01,0,0.0,3999.0,3999.0,95415.99,999.0,999.0,21.6,,0,True,https://handytarife.saturn.de/tarife/o2/free-l-boost-promo-600eur-coupon
2023-02-03,Saturn,o2,o2,24,Free L Boost Young,Free L Boost Young,0.0,39.99,180.0,-140.01,0,0.0,3999.0,3999.0,95835.99,999.0,999.0,225.0,,1,False,https://handytarife.saturn.de/tarife/o2/free-l-boost-youngpeople-o2
2023-02-03,Saturn,o2,o2,24,Free L Flex,Free L Flex,60.0,39.99,0.0,39.99,0,0.0,3999.0,3999.0,96015.99,999.0,999.0,21.6,,0,True,https://handytarife.saturn.de/tarife/o2/free-l-flex
2023-02-03,Saturn,o2,o2,24,Free L Young,Free L Young,0.0,39.99,160.0,-120.01,0,0.0,3499.0,3499.0,83855.99,999.0,999.0,225.0,,1,False,https://handytarife.saturn.de/tarife/o2/free-l-youngpeople-o2
2023-02-03,Saturn,o2,o2,24,Free M Boost,Free M Boost,0.0,39.99,80.0,-40.01,0,0.0,1749.0,1749.0,41935.99,999.0,999.0,21.6,,0,True,https://handytarife.saturn.de/tarife/o2/free-m-boost-partnerkarte-aktion-o2
2023-02-03,Saturn,o2,o2,24,Free M Boost Young,Free M Boost Young,0.0,39.99,140.0,-100.01,0,0.0,2999.0,2999.0,71875.99,999.0,999.0,21.6,,1,True,https://handytarife.saturn.de/tarife/o2/free-m-boost-youngpeople-o2
2023-02-03,Saturn,o2,o2,24,Free Pro L,Free Pro L,0.0,0.0,400.0,-400.0,0,0.0,3599.0,3599.0,85976.0,999.0,999.0,21.6,,0,True,https://handytarife.saturn.de/tarife/o2/free-pro-l-400eur
2023-02-03,Saturn,o2,o2,24,Free Pro M,Free Pro M,0.0,0.0,370.0,-370.0,0,0.0,2699.0,2699.0,64406.0,999.0,999.0,21.6,,0,True,https://handytarife.saturn.de/tarife/o2/free-pro-m-370eur
2023-02-03,Saturn,o2,o2,24,Free Pro Unlimited Max,Free Pro Unlimited Max,0.0,0.0,670.0,-670.0,0,0.0,5399.0,5399.0,128906.0,999.0,999.0,21.6,,0,True,https://handytarife.saturn.de/tarife/o2/free-pro-unlimited-max-670eur
2023-02-03,Saturn,o2,o2,24,Free S Boost Promo,Free S Boost,6.0,39.99,280.0,-240.01,0,0.0,1999.0,1999.0,47735.99,999.0,999.0,225.0,,0,False,https://handytarife.saturn.de/tarife/o2/free-s-o2
2023-02-03,Saturn,o2,o2,24,Free Unlimited Basic Aktion,Free Unlimited Basic,0.0,39.99,70.0,-30.01,0,0.0,1499.0,1499.0,35945.99,999.0,999.0,2.0,,0,True,https://handytarife.saturn.de/tarife/o2/free-unlimited-basic-o2
2023-02-03,Saturn,o2,o2,24,Free Unlimited Max,Free Unlimited Max,999.0,0.0,900.0,-900.0,0,0.0,5999.0,5999.0,143076.0,999.0,999.0,21.6,,0,True,https://handytarife.saturn.de/tarife/o2/free-unlimited-max-900eur-coupon
2023-02-03,Saturn,o2,o2,24,Free Unlimited Smart,Free Unlimited Smart,10.0,39.99,610.0,-570.01,0,0.0,3999.0,3999.0,95405.99,999.0,999.0,10.0,,0,False,https://handytarife.saturn.de/tarife/o2/free-unlimited-smart-610eur-coupon
2023-02-03,Saturn,o2,o2,24,Free Unlinited Smart Aktion,Free Unlinited Smart,0.0,39.99,90.0,-50.01,0,0.0,1999.0,1999.0,47925.99,999.0,999.0,10.0,,0,False,https://handytarife.saturn.de/tarife/o2/free-unlimited-smart-partnerkarte-aktion
2023-02-03,Saturn,o2,o2,24,Grow,Grow,40.0,39.99,550.0,-510.01,0,0.0,3499.0,3499.0,83465.99,999.0,999.0,21.6,,0,True,https://handytarife.saturn.de/tarife/o2/grow-550eur-coupon
2023-02-03,Saturn,o2,o2,24,Grow Young,Grow Young,0.0,0.0,200.0,-200.0,0,0.0,1999.0,1999.0,47776.0,0.0,0.0,21.6,,1,True,https://handytarife.saturn.de/tarife/o2/grow-yp-200eur
2023-02-03,Saturn,o2,o2,24,IoT M,IoT M,0.5,0.0,50.0,-50.0,0,0.0,499.0,499.0,11926.0,999.0,999.0,21.6,,0,False,https://handytarife.saturn.de/tarife/o2/iot-m-50eur
2023-02-03,Saturn,o2,o2,24,My Data L,My Data L,60.0,49.99,90.0,-40.01,0,0.0,2999.0,2999.0,71935.99,0.0,0.0,300.0,,0,True,https://handytarife.saturn.de/tarife/o2/my-data-l-o2
2023-02-03,Saturn,o2,o2,24,My Data M,My Data M,20.0,49.99,60.0,-10.01,0,0.0,1999.0,1999.0,47965.99,0.0,0.0,300.0,,0,True,https://handytarife.saturn.de/tarife/o2/my-data-m-o2
2023-02-03,Saturn,o2,o2,24,My Data S,My Data S,3.0,49.99,30.0,19.99,0,0.0,999.0,999.0,23995.99,0.0,0.0,300.0,,0,True,https://handytarife.saturn.de/tarife/o2/my-data-s-o2
2023-02-04,Saturn,MediaMarktSaturn,o2,24,Green LTE 12GB,Green LTE 12GB,12.0,39.99,150.0,-110.01,0,0.0,1299.0,1299.0,31065.99,999.0,0.0,50.0,,0,False,https://handytarife.saturn.de/tarife/telefonica/tef-green-lte-12gb-spezial
2023-02-04,Saturn,MediaMarktSaturn,o2,24,Green LTE 6GB Spezial,Green LTE 6GB,6.0,39.99,80.0,-40.01,0,0.0,799.0,799.0,19135.99,999.0,0.0,50.0,,0,False,https://handytarife.saturn.de/tarife/telefonica/tef-green-lte-6gb-spezial
2023-02-04,Saturn,MediaMarktSaturn,o2,24,Super Select L,Super Select L,14.0,29.99,140.0,-110.01,0,0.0,1899.0,1899.0,45465.99,999.0,999.0,50.0,,0,False,https://handytarife.saturn.de/tarife/super-select/superselect-l-inkl-coupon
2023-02-04,Saturn,MediaMarktSaturn,o2,24,Super Select M,Super Select M,11.0,29.99,120.0,-90.01,0,0.0,1299.0,1299.0,31085.99,999.0,999.0,50.0,,0,False,https://handytarife.saturn.de/tarife/super-select/superselect-m-inkl-coupon
2023-02-04,Saturn,MediaMarktSaturn,o2,24,Super Select S,Super Select S,8.0,29.99,75.0,-45.01,0,0.0,999.0,999.0,23930.99,999.0,999.0,50.0,,0,False,https://handytarife.saturn.de/tarife/super-select/superselect-s-inkl-coupon
2023-02-04,Saturn,MediaMarktSaturn,o2,24,Super Select XS,Super Select XS,2.0,29.99,0.0,29.99,0,0.0,799.0,799.0,19205.99,999.0,999.0,50.0,,0,False,https://handytarife.saturn.de/tarife/super-select/superselect-xs
2023-02-04,Saturn,Mobilcom Debitel,Telekom,24,Green Data L,Green Data L,10.0,39.99,150.0,-110.01,0,0.0,1999.0,1999.0,47865.99,0.0,0.0,150.0,,0,False,https://handytarife.saturn.de/tarife/telekom/green-data-l-tm
2023-02-04,Saturn,Mobilcom Debitel,Telekom,24,Green Data M,Green Data M,5.0,39.99,120.0,-80.01,0,0.0,1499.0,1499.0,35895.99,0.0,0.0,50.0,,0,False,https://handytarife.saturn.de/tarife/telekom/green-data-m-tm
2023-02-04,Saturn,Mobilcom Debitel,Telekom,24,Green Data S,Green Data S,1.0,39.99,70.0,-30.01,0,0.0,999.0,999.0,23945.99,0.0,0.0,25.0,,0,False,https://handytarife.saturn.de/tarife/telekom/green-data-s-tm
2023-02-04,Saturn,Mobilcom Debitel,Telekom,24,Green Data XL Spezial,Green Data XL,25.0,39.99,100.0,-60.01,0,0.0,1999.0,1999.0,47915.99,0.0,0.0,300.0,,0,False,https://handytarife.saturn.de/tarife/telekom/green-data-xl-spezial-tm
2023-02-04,Saturn,Mobilcom Debitel,Telekom,24,Green LTE 10GB,Green LTE 10GB,14.0,39.99,260.0,-220.01,0,0.0,3199.0,3199.0,76555.99,999.0,0.0,50.0,,0,False,https://handytarife.saturn.de/tarife/telekom/green-lte-10gb-telekom
2023-02-04,Saturn,Mobilcom Debitel,Telekom,24,Green LTE 20GB,Green LTE 20GB,20.0,39.99,300.0,-260.01,0,0.0,3699.0,3699.0,88515.99,999.0,999.0,50.0,,0,False,https://handytarife.saturn.de/tarife/telekom/green-lte-20gb-telekom
2023-02-04,Saturn,Mobilcom Debitel,Telekom,24,Green LTE 30GB,Green LTE 30GB,38.0,39.99,350.0,-310.01,0,0.0,4199.0,4199.0,100465.99,999.0,999.0,50.0,,0,False,https://handytarife.saturn.de/tarife/telekom/green-lte-30gb-telekom
2023-02-04,Saturn,Mobilcom Debitel,Telekom,24,Green LTE 40GB,Green LTE 40GB,50.0,39.99,390.0,-350.01,0,0.0,4699.0,4699.0,112425.99,999.0,999.0,50.0,,0,False,https://handytarife.saturn.de/tarife/telekom/green-lte-40gb-telekom
2023-02-04,Saturn,Mobilcom Debitel,Telekom,24,Green LTE 6GB,Green LTE 6GB,10.0,39.99,210.0,-170.01,0,0.0,2699.0,2699.0,64605.99,999.0,0.0,50.0,,0,False,https://handytarife.saturn.de/tarife/telekom/green-lte-6gb-telekom
2023-02-04,Saturn,Mobilcom Debitel,Vodafone,24,Green 5G 40GB,Green 5G 40GB,40.0,39.99,420.0,-380.01,0,0.0,5199.0,5199.0,124395.99,999.0,999.0,150.0,,0,False,https://handytarife.saturn.de/tarife/vodafone/green-5g-40gb-vodafone
2023-02-04,Saturn,Mobilcom Debitel,Vodafone,24,Green LTE 10GB,Green LTE 10GB,10.0,39.99,210.0,-170.01,0,0.0,2699.0,2699.0,64605.99,999.0,0.0,50.0,,0,False,https://handytarife.saturn.de/tarife/vodafone/green-lte-10gb-vodafone
2023-02-04,Saturn,Mobilcom Debitel,Vodafone,24,Green LTE 15GB,Green LTE 15GB,15.0,39.99,260.0,-220.01,0,0.0,3199.0,3199.0,76555.99,999.0,0.0,50.0,,0,False,https://handytarife.saturn.de/tarife/vodafone/green-lte-15gb-vodafone
2023-02-04,Saturn,Mobilcom Debitel,Vodafone,24,Green LTE 20GB,Green LTE 20GB,20.0,39.99,300.0,-260.01,0,0.0,3699.0,3699.0,88515.99,999.0,999.0,50.0,,0,False,https://handytarife.saturn.de/tarife/vodafone/green-lte-20gb-vodafone
2023-02-04,Saturn,Mobilcom Debitel,Vodafone,24,Green LTE 30GB,Green LTE 30GB,30.0,39.99,350.0,-310.01,0,0.0,4199.0,4199.0,100465.99,999.0,999.0,50.0,,0,False,https://handytarife.saturn.de/tarife/vodafone/green-lte-30gb-vodafone
2023-02-04,Saturn,Mobilcom Debitel,Vodafone,24,Green LTE 40GB,Green LTE 40GB,40.0,39.99,390.0,-350.01,0,0.0,4699.0,4699.0,112425.99,999.0,999.0,100.0,,0,False,https://handytarife.saturn.de/tarife/vodafone/green-lte-40gb-vodafone
2023-02-04,Saturn,Mobilcom Debitel,Vodafone,24,Green LTE 5GB,Green LTE 5GB,5.0,39.99,170.0,-130.01,0,0.0,2199.0,2199.0,52645.99,999.0,0.0,21.6,,0,False,https://handytarife.saturn.de/tarife/vodafone/green-lte-5gb-vodafone
2023-02-04,Saturn,o2,o2,24,Blue All-In L,Blue All In L,18.0,39.99,400.0,-360.01,0,0.0,2499.0,2499.0,59615.99,999.0,999.0,21.6,,0,False,https://handytarife.saturn.de/tarife/o2/blue-all-in-l
2023-02-04,Saturn,o2,o2,24,Blue All-In M,Blue All In M,12.0,39.99,350.0,-310.01,0,0.0,1999.0,1999.0,47665.99,999.0,999.0,21.6,,0,False,https://handytarife.saturn.de/tarife/o2/blue-all-in-m
2023-02-04,Saturn,o2,o2,24,Blue All-In S,Blue All-In-S,6.0,39.99,250.0,-210.01,0,0.0,1499.0,1499.0,35765.99,999.0,999.0,21.6,,0,False,https://handytarife.saturn.de/tarife/o2/blue-all-in-s
2023-02-04,Saturn,o2,o2,24,Free L Boost Promo,Free L Boost,120.0,39.99,600.0,-560.01,0,0.0,3999.0,3999.0,95415.99,999.0,999.0,21.6,,0,True,https://handytarife.saturn.de/tarife/o2/free-l-boost-promo-600eur-coupon
2023-02-04,Saturn,o2,o2,24,Free L Boost Young,Free L Boost Young,0.0,39.99,180.0,-140.01,0,0.0,3999.0,3999.0,95835.99,999.0,999.0,225.0,,1,False,https://handytarife.saturn.de/tarife/o2/free-l-boost-youngpeople-o2
2023-02-04,Saturn,o2,o2,24,Free L Flex,Free L Flex,60.0,39.99,0.0,39.99,0,0.0,3999.0,3999.0,96015.99,999.0,999.0,21.6,,0,True,https://handytarife.saturn.de/tarife/o2/free-l-flex
2023-02-04,Saturn,o2,o2,24,Free L Young,Free L Young,0.0,39.99,160.0,-120.01,0,0.0,3499.0,3499.0,83855.99,999.0,999.0,225.0,,1,False,https://handytarife.saturn.de/tarife/o2/free-l-youngpeople-o2
2023-02-04,Saturn,o2,o2,24,Free M Boost,Free M Boost,0.0,39.99,80.0,-40.01,0,0.0,1749.0,1749.0,41935.99,999.0,999.0,21.6,,0,True,https://handytarife.saturn.de/tarife/o2/free-m-boost-partnerkarte-aktion-o2
2023-02-04,Saturn,o2,o2,24,Free M Boost Young,Free M Boost Young,0.0,39.99,140.0,-100.01,0,0.0,2999.0,2999.0,71875.99,999.0,999.0,21.6,,1,True,https://handytarife.saturn.de/tarife/o2/free-m-boost-youngpeople-o2
2023-02-04,Saturn,o2,o2,24,Free Pro L,Free Pro L,0.0,0.0,400.0,-400.0,0,0.0,3599.0,3599.0,85976.0,999.0,999.0,21.6,,0,True,https://handytarife.saturn.de/tarife/o2/free-pro-l-400eur
2023-02-04,Saturn,o2,o2,24,Free Pro M,Free Pro M,0.0,0.0,370.0,-370.0,0,0.0,2699.0,2699.0,64406.0,999.0,999.0,21.6,,0,True,https://handytarife.saturn.de/tarife/o2/free-pro-m-370eur
2023-02-04,Saturn,o2,o2,24,Free Pro Unlimited Max,Free Pro Unlimited Max,0.0,0.0,670.0,-670.0,0,0.0,5399.0,5399.0,128906.0,999.0,999.0,21.6,,0,True,https://handytarife.saturn.de/tarife/o2/free-pro-unlimited-max-670eur
2023-02-04,Saturn,o2,o2,24,Free S Boost Promo,Free S Boost,6.0,39.99,280.0,-240.01,0,0.0,1999.0,1999.0,47735.99,999.0,999.0,225.0,,0,False,https://handytarife.saturn.de/tarife/o2/free-s-o2
2023-02-04,Saturn,o2,o2,24,Free Unlimited Basic Aktion,Free Unlimited Basic,0.0,39.99,70.0,-30.01,0,0.0,1499.0,1499.0,35945.99,999.0,999.0,2.0,,0,True,https://handytarife.saturn.de/tarife/o2/free-unlimited-basic-o2
2023-02-04,Saturn,o2,o2,24,Free Unlimited Max,Free Unlimited Max,999.0,39.99,900.0,-860.01,0,0.0,5999.0,5999.0,143115.98,999.0,999.0,21.6,,0,True,https://handytarife.saturn.de/tarife/o2/free-unlimited-max-900eur-coupon
2023-02-04,Saturn,o2,o2,24,Free Unlimited Smart,Free Unlimited Smart,10.0,39.99,610.0,-570.01,0,0.0,3999.0,3999.0,95405.99,999.0,999.0,10.0,,0,False,https://handytarife.saturn.de/tarife/o2/free-unlimited-smart-610eur-coupon
2023-02-04,Saturn,o2,o2,24,Free Unlinited Smart Aktion,Free Unlinited Smart,0.0,39.99,90.0,-50.01,0,0.0,1999.0,1999.0,47925.99,999.0,999.0,10.0,,0,False,https://handytarife.saturn.de/tarife/o2/free-unlimited-smart-partnerkarte-aktion
2023-02-04,Saturn,o2,o2,24,Grow,Grow,40.0,39.99,550.0,-510.01,0,0.0,3499.0,3499.0,83465.99,999.0,999.0,21.6,,0,True,https://handytarife.saturn.de/tarife/o2/grow-550eur-coupon
2023-02-04,Saturn,o2,o2,24,Grow Young,Grow Young,0.0,0.0,200.0,-200.0,0,0.0,1999.0,1999.0,47776.0,0.0,0.0,21.6,,1,True,https://handytarife.saturn.de/tarife/o2/grow-yp-200eur
2023-02-04,Saturn,o2,o2,24,IoT M,IoT M,0.5,0.0,50.0,-50.0,0,0.0,499.0,499.0,11926.0,999.0,999.0,21.6,,0,False,https://handytarife.saturn.de/tarife/o2/iot-m-50eur
2023-02-04,Saturn,o2,o2,24,My Data L,My Data L,60.0,49.99,90.0,-40.01,0,0.0,2999.0,2999.0,71935.99,0.0,0.0,300.0,,0,True,https://handytarife.saturn.de/tarife/o2/my-data-l-o2
2023-02-04,Saturn,o2,o2,24,My Data M,My Data M,20.0,49.99,60.0,-10.01,0,0.0,1999.0,1999.0,47965.99,0.0,0.0,300.0,,0,True,https://handytarife.saturn.de/tarife/o2/my-data-m-o2
2023-02-04,Saturn,o2,o2,24,My Data S,My Data S,3.0,49.99,30.0,19.99,0,0.0,999.0,999.0,23995.99,0.0,0.0,300.0,,0,True,https://handytarife.saturn.de/tarife/o2/my-data-s-o2
2023-02-05,Saturn,MediaMarktSaturn,o2,24,Green LTE 12GB,Green LTE 12GB,12.0,39.99,150.0,-110.01,0,0.0,1299.0,1299.0,31065.99,999.0,0.0,50.0,,0,False,https://handytarife.saturn.de/tarife/telefonica/tef-green-lte-12gb-spezial
2023-02-05,Saturn,MediaMarktSaturn,o2,24,Green LTE 6GB Spezial,Green LTE 6GB,6.0,39.99,80.0,-40.01,0,0.0,799.0,799.0,19135.99,999.0,0.0,50.0,,0,False,https://handytarife.saturn.de/tarife/telefonica/tef-green-lte-6gb-spezial
2023-02-05,Saturn,MediaMarktSaturn,o2,24,Super Select L,Super Select L,14.0,29.99,140.0,-110.01,0,0.0,1899.0,1899.0,45465.99,999.0,999.0,50.0,,0,False,https://handytarife.saturn.de/tarife/super-select/superselect-l-inkl-coupon
2023-02-05,Saturn,MediaMarktSaturn,o2,24,Super Select M,Super Select M,11.0,29.99,120.0,-90.01,0,0.0,1299.0,1299.0,31085.99,999.0,999.0,50.0,,0,False,https://handytarife.saturn.de/tarife/super-select/superselect-m-inkl-coupon
2023-02-05,Saturn,MediaMarktSaturn,o2,24,Super Select S,Super Select S,8.0,29.99,75.0,-45.01,0,0.0,999.0,999.0,23930.99,999.0,999.0,50.0,,0,False,https://handytarife.saturn.de/tarife/super-select/superselect-s-inkl-coupon
2023-02-05,Saturn,MediaMarktSaturn,o2,24,Super Select XS,Super Select XS,2.0,29.99,0.0,29.99,0,0.0,799.0,799.0,19205.99,999.0,999.0,50.0,,0,False,https://handytarife.saturn.de/tarife/super-select/superselect-xs
2023-02-05,Saturn,Mobilcom Debitel,Telekom,24,Green Data L,Green Data L,10.0,39.99,150.0,-110.01,0,0.0,1999.0,1999.0,47865.99,0.0,0.0,150.0,,0,False,https://handytarife.saturn.de/tarife/telekom/green-data-l-tm
2023-02-05,Saturn,Mobilcom Debitel,Telekom,24,Green Data M,Green Data M,5.0,39.99,120.0,-80.01,0,0.0,1499.0,1499.0,35895.99,0.0,0.0,50.0,,0,False,https://handytarife.saturn.de/tarife/telekom/green-data-m-tm
2023-02-05,Saturn,Mobilcom Debitel,Telekom,24,Green Data S,Green Data S,1.0,39.99,70.0,-30.01,0,0.0,999.0,999.0,23945.99,0.0,0.0,25.0,,0,False,https://handytarife.saturn.de/tarife/telekom/green-data-s-tm
2023-02-05,Saturn,Mobilcom Debitel,Telekom,24,Green Data XL Spezial,Green Data XL,25.0,39.99,100.0,-60.01,0,0.0,1999.0,1999.0,47915.99,0.0,0.0,300.0,,0,False,https://handytarife.saturn.de/tarife/telekom/green-data-xl-spezial-tm
2023-02-05,Saturn,Mobilcom Debitel,Telekom,24,Green LTE 10GB,Green LTE 10GB,14.0,39.99,260.0,-220.01,0,0.0,3199.0,3199.0,76555.99,999.0,0.0,50.0,,0,False,https://handytarife.saturn.de/tarife/telekom/green-lte-10gb-telekom
2023-02-05,Saturn,Mobilcom Debitel,Telekom,24,Green LTE 20GB,Green LTE 20GB,20.0,39.99,300.0,-260.01,0,0.0,3699.0,3699.0,88515.99,999.0,999.0,50.0,,0,False,https://handytarife.saturn.de/tarife/telekom/green-lte-20gb-telekom
2023-02-05,Saturn,Mobilcom Debitel,Telekom,24,Green LTE 30GB,Green LTE 30GB,38.0,39.99,350.0,-310.01,0,0.0,4199.0,4199.0,100465.99,999.0,999.0,50.0,,0,False,https://handytarife.saturn.de/tarife/telekom/green-lte-30gb-telekom
2023-02-05,Saturn,Mobilcom Debitel,Telekom,24,Green LTE 40GB,Green LTE 40GB,50.0,39.99,390.0,-350.01,0,0.0,4699.0,4699.0,112425.99,999.0,999.0,50.0,,0,False,https://handytarife.saturn.de/tarife/telekom/green-lte-40gb-telekom
2023-02-05,Saturn,Mobilcom Debitel,Telekom,24,Green LTE 6GB,Green LTE 6GB,10.0,39.99,210.0,-170.01,0,0.0,2699.0,2699.0,64605.99,999.0,0.0,50.0,,0,False,https://handytarife.saturn.de/tarife/telekom/green-lte-6gb-telekom
2023-02-05,Saturn,Mobilcom Debitel,Vodafone,24,Green 5G 40GB,Green 5G 40GB,40.0,39.99,420.0,-380.01,0,0.0,5199.0,5199.0,124395.99,999.0,999.0,150.0,,0,False,https://handytarife.saturn.de/tarife/vodafone/green-5g-40gb-vodafone
2023-02-05,Saturn,Mobilcom Debitel,Vodafone,24,Green LTE 10GB,Green LTE 10GB,10.0,39.99,210.0,-170.01,0,0.0,2699.0,2699.0,64605.99,999.0,0.0,50.0,,0,False,https://handytarife.saturn.de/tarife/vodafone/green-lte-10gb-vodafone
2023-02-05,Saturn,Mobilcom Debitel,Vodafone,24,Green LTE 15GB,Green LTE 15GB,15.0,39.99,260.0,-220.01,0,0.0,3199.0,3199.0,76555.99,999.0,0.0,50.0,,0,False,https://handytarife.saturn.de/tarife/vodafone/green-lte-15gb-vodafone
